index,token,embedding_file
916,like Alba.,embeddings_output/performance/embeddings_performance1.npy
917,Carmen felt frustrated,embeddings_output/performance/embeddings_performance1.npy
918,that she,embeddings_output/performance/embeddings_performance1.npy
919,she was unable to do more,embeddings_output/performance/embeddings_performance1.npy
920,for the victims,embeddings_output/performance/embeddings_performance1.npy
921,of this fever.,embeddings_output/performance/embeddings_performance1.npy
922,So far one of her,embeddings_output/performance/embeddings_performance1.npy
923,"patients had recovered,",embeddings_output/performance/embeddings_performance1.npy
924,but one,embeddings_output/performance/embeddings_performance1.npy
925,"had died, and it was",embeddings_output/performance/embeddings_performance1.npy
926,impossible to know,embeddings_output/performance/embeddings_performance1.npy
927,what had happened to Maria.,embeddings_output/performance/embeddings_performance1.npy
928,She wrapped her brain,embeddings_output/performance/embeddings_performance1.npy
929,for medicines that might,embeddings_output/performance/embeddings_performance1.npy
930,"help,",embeddings_output/performance/embeddings_performance1.npy
931,and wrote out a list,embeddings_output/performance/embeddings_performance1.npy
932,to give to Juan.,embeddings_output/performance/embeddings_performance1.npy
933,He still had,embeddings_output/performance/embeddings_performance1.npy
934,not returned her cell,embeddings_output/performance/embeddings_performance1.npy
935,"phone but, Carmen",embeddings_output/performance/embeddings_performance1.npy
936,did not want to pressure him.,embeddings_output/performance/embeddings_performance1.npy
937,The,embeddings_output/performance/embeddings_performance1.npy
938,following morning on,embeddings_output/performance/embeddings_performance1.npy
939,"her walk to the clinic,",embeddings_output/performance/embeddings_performance1.npy
940,Carmen,embeddings_output/performance/embeddings_performance1.npy
941,spotted Juan in the center,embeddings_output/performance/embeddings_performance1.npy
942,"of the village,",embeddings_output/performance/embeddings_performance1.npy
943,conversing with his,embeddings_output/performance/embeddings_performance1.npy
944,group of leaders.,embeddings_output/performance/embeddings_performance1.npy
945,As,embeddings_output/performance/embeddings_performance1.npy
946,"she walked over to them,",embeddings_output/performance/embeddings_performance1.npy
947,the men suddenly,embeddings_output/performance/embeddings_performance1.npy
948,"stopped talking,",embeddings_output/performance/embeddings_performance1.npy
949,giving Carmen,embeddings_output/performance/embeddings_performance1.npy
950,the feeling that,embeddings_output/performance/embeddings_performance1.npy
951,she had interrupted,embeddings_output/performance/embeddings_performance1.npy
952,something important.,embeddings_output/performance/embeddings_performance1.npy
953,When Carmen gave,embeddings_output/performance/embeddings_performance1.npy
954,Juan her list,embeddings_output/performance/embeddings_performance1.npy
955,"of medicines,",embeddings_output/performance/embeddings_performance1.npy
956,he told her  he had put,embeddings_output/performance/embeddings_performance1.npy
957,in the order right,embeddings_output/performance/embeddings_performance1.npy
958,away.,embeddings_output/performance/embeddings_performance1.npy
959,But then Carmen,embeddings_output/performance/embeddings_performance1.npy
960,remembered,embeddings_output/performance/embeddings_performance1.npy
961,that replacement shipment,embeddings_output/performance/embeddings_performance1.npy
962,Juan promised,embeddings_output/performance/embeddings_performance1.npy
963,had never arrived.,embeddings_output/performance/embeddings_performance1.npy
964,That,embeddings_output/performance/embeddings_performance1.npy
965,"night in her hut,",embeddings_output/performance/embeddings_performance1.npy
966,Carmen continued,embeddings_output/performance/embeddings_performance1.npy
967,to turn things,embeddings_output/performance/embeddings_performance1.npy
968,over in her mind.,embeddings_output/performance/embeddings_performance1.npy
969,What if this was an,embeddings_output/performance/embeddings_performance1.npy
970,unknown disease?,embeddings_output/performance/embeddings_performance1.npy
971,It  did not seem like,embeddings_output/performance/embeddings_performance1.npy
972,any of the tropical fevers,embeddings_output/performance/embeddings_performance1.npy
973,she was familiar,embeddings_output/performance/embeddings_performance1.npy
974,with.,embeddings_output/performance/embeddings_performance1.npy
975,"At times,",embeddings_output/performance/embeddings_performance1.npy
976,Carmen felt,embeddings_output/performance/embeddings_performance1.npy
977,like there was something,embeddings_output/performance/embeddings_performance1.npy
978,the villagers  were not telling,embeddings_output/performance/embeddings_performance1.npy
979,her.,embeddings_output/performance/embeddings_performance1.npy
980,Did they,embeddings_output/performance/embeddings_performance1.npy
981,know more about the disease,embeddings_output/performance/embeddings_performance1.npy
982,than they were letting,embeddings_output/performance/embeddings_performance1.npy
983,on?,embeddings_output/performance/embeddings_performance1.npy
984,Did they think,embeddings_output/performance/embeddings_performance1.npy
985,that having a foreigner,embeddings_output/performance/embeddings_performance1.npy
986,come and see what was,embeddings_output/performance/embeddings_performance1.npy
987,happening,embeddings_output/performance/embeddings_performance1.npy
988,or maybe even get sick,embeddings_output/performance/embeddings_performance1.npy
989,herself-,embeddings_output/performance/embeddings_performance1.npy
990,was the only way to get medical,embeddings_output/performance/embeddings_performance1.npy
991,help?,embeddings_output/performance/embeddings_performance1.npy
992,But Carmen quickly put,embeddings_output/performance/embeddings_performance1.npy
993,the idea out of her,embeddings_output/performance/embeddings_performance1.npy
994,head ashamed,embeddings_output/performance/embeddings_performance1.npy
995,at herself for,embeddings_output/performance/embeddings_performance1.npy
996,being so distrustful.,embeddings_output/performance/embeddings_performance1.npy
997,Juan and the villagers,embeddings_output/performance/embeddings_performance1.npy
998,had been so welcoming.,embeddings_output/performance/embeddings_performance1.npy
999,There was no reason,embeddings_output/performance/embeddings_performance1.npy
1000,to think that they had,embeddings_output/performance/embeddings_performance1.npy
1001,known about the fever,embeddings_output/performance/embeddings_performance1.npy
1002,"before she came,",embeddings_output/performance/embeddings_performance1.npy
1003,"and besides,",embeddings_output/performance/embeddings_performance1.npy
1004,Dr. Torreson,embeddings_output/performance/embeddings_performance1.npy
1005,had not mentioned,embeddings_output/performance/embeddings_performance1.npy
1006,anything about it in,embeddings_output/performance/embeddings_performance1.npy
1007,his email.,embeddings_output/performance/embeddings_performance1.npy
1008,Lost,embeddings_output/performance/embeddings_performance1.npy
1009,"in her thoughts,",embeddings_output/performance/embeddings_performance1.npy
1010,Carmen suddenly,embeddings_output/performance/embeddings_performance1.npy
1011,realized that Alba,embeddings_output/performance/embeddings_performance1.npy
1012,had not come by that,embeddings_output/performance/embeddings_performance1.npy
1013,evening.,embeddings_output/performance/embeddings_performance1.npy
1014,Carmen,embeddings_output/performance/embeddings_performance1.npy
1015,reasoned that the girl,embeddings_output/performance/embeddings_performance1.npy
1016,was probably helping,embeddings_output/performance/embeddings_performance1.npy
1017,her family prepare for,embeddings_output/performance/embeddings_performance1.npy
1018,"the rainy season,",embeddings_output/performance/embeddings_performance1.npy
1019,although she,embeddings_output/performance/embeddings_performance1.npy
1020,missed her company.,embeddings_output/performance/embeddings_performance1.npy
1021,Alma,embeddings_output/performance/embeddings_performance1.npy
1022,did not come by the next,embeddings_output/performance/embeddings_performance1.npy
1023,"morning at breakfast,",embeddings_output/performance/embeddings_performance1.npy
1024,either.,embeddings_output/performance/embeddings_performance1.npy
1025,Carmen spent,embeddings_output/performance/embeddings_performance1.npy
1026,the day in the clinic,embeddings_output/performance/embeddings_performance1.npy
1027,and returned home,embeddings_output/performance/embeddings_performance1.npy
1028,in the evening to wait for,embeddings_output/performance/embeddings_performance1.npy
1029,the girl.,embeddings_output/performance/embeddings_performance1.npy
1030,Hours passed,embeddings_output/performance/embeddings_performance1.npy
1031,with no signs of Alba.,embeddings_output/performance/embeddings_performance1.npy
1032,"Worried and lonely,",embeddings_output/performance/embeddings_performance1.npy
1033,Carmen decided,embeddings_output/performance/embeddings_performance1.npy
1034,to go check on her.,embeddings_output/performance/embeddings_performance1.npy
1035,Carmen had never,embeddings_output/performance/embeddings_performance1.npy
1036,been inside Alba's,embeddings_output/performance/embeddings_performance1.npy
1037,"family's hut,",embeddings_output/performance/embeddings_performance1.npy
1038,though she knew which,embeddings_output/performance/embeddings_performance1.npy
1039,one it was.,embeddings_output/performance/embeddings_performance1.npy
1040,Carmen,embeddings_output/performance/embeddings_performance1.npy
1041,crossed the clearing,embeddings_output/performance/embeddings_performance1.npy
1042,"carefully,",embeddings_output/performance/embeddings_performance1.npy
1043,avoiding the slippery,embeddings_output/performance/embeddings_performance1.npy
1044,patches of mud,embeddings_output/performance/embeddings_performance1.npy
1045,left by the rain.,embeddings_output/performance/embeddings_performance1.npy
1046,She knocked,embeddings_output/performance/embeddings_performance1.npy
1047,"once,",embeddings_output/performance/embeddings_performance1.npy
1048,"twice,",embeddings_output/performance/embeddings_performance1.npy
1049,"three times,",embeddings_output/performance/embeddings_performance1.npy
1050,no answer.,embeddings_output/performance/embeddings_performance1.npy
1051,Not wanting,embeddings_output/performance/embeddings_performance1.npy
1052,to invade the  family's,embeddings_output/performance/embeddings_performance1.npy
1053,"privacy,",embeddings_output/performance/embeddings_performance1.npy
1054,she almost walked,embeddings_output/performance/embeddings_performance1.npy
1055,away.,embeddings_output/performance/embeddings_performance1.npy
1056,But concern and,embeddings_output/performance/embeddings_performance1.npy
1057,curiosity got,embeddings_output/performance/embeddings_performance1.npy
1058,"the better of her,",embeddings_output/performance/embeddings_performance1.npy
1059,and she pushed open,embeddings_output/performance/embeddings_performance1.npy
1060,the door.,embeddings_output/performance/embeddings_performance1.npy
1061,Carmen,embeddings_output/performance/embeddings_performance1.npy
1062,was horrified,embeddings_output/performance/embeddings_performance1.npy
1063,by what she saw inside.,embeddings_output/performance/embeddings_performance1.npy
1064,"Alba lay on the ground,",embeddings_output/performance/embeddings_performance1.npy
1065,coughing and,embeddings_output/performance/embeddings_performance1.npy
1066,flailing.,embeddings_output/performance/embeddings_performance1.npy
1067,A woman and,embeddings_output/performance/embeddings_performance1.npy
1068,a man were bent,embeddings_output/performance/embeddings_performance1.npy
1069,"over her, trying",embeddings_output/performance/embeddings_performance1.npy
1070,to get her to drink.,embeddings_output/performance/embeddings_performance1.npy
1071,Alba's,embeddings_output/performance/embeddings_performance1.npy
1072,"shirt was off,",embeddings_output/performance/embeddings_performance1.npy
1073,and by the light of,embeddings_output/performance/embeddings_performance1.npy
1074,"the fire, Carmen",embeddings_output/performance/embeddings_performance1.npy
1075,could see the telltale,embeddings_output/performance/embeddings_performance1.npy
1076,rash across,embeddings_output/performance/embeddings_performance1.npy
1077,her chest.,embeddings_output/performance/embeddings_performance1.npy
1078,Carmen,embeddings_output/performance/embeddings_performance1.npy
1079,"gasped, and",embeddings_output/performance/embeddings_performance1.npy
1080,the man looked up at her.,embeddings_output/performance/embeddings_performance1.npy
1081,She was shocked to see,embeddings_output/performance/embeddings_performance1.npy
1082,"that it was Juan,",embeddings_output/performance/embeddings_performance1.npy
1083,and his eyes,embeddings_output/performance/embeddings_performance1.npy
1084,were filled with tears.,embeddings_output/performance/embeddings_performance1.npy
1085,Alba,embeddings_output/performance/embeddings_performance1.npy
1086,Alba,embeddings_output/performance/embeddings_performance1.npy
1087,is your,embeddings_output/performance/embeddings_performance1.npy
1088,daughter? Carmen,embeddings_output/performance/embeddings_performance1.npy
1089,said in shock.,embeddings_output/performance/embeddings_performance1.npy
1090,How could she not have,embeddings_output/performance/embeddings_performance1.npy
1091,known?,embeddings_output/performance/embeddings_performance1.npy
1092,"Juan nodded,",embeddings_output/performance/embeddings_performance1.npy
1093,a desperate look in his,embeddings_output/performance/embeddings_performance1.npy
1094,eyes.,embeddings_output/performance/embeddings_performance1.npy
1095,"I'll be right back, she",embeddings_output/performance/embeddings_performance1.npy
1096,"said, intending",embeddings_output/performance/embeddings_performance1.npy
1097,to sprint to the,embeddings_output/performance/embeddings_performance1.npy
1098,clinic to retrieve,embeddings_output/performance/embeddings_performance1.npy
1099,the last of her anti,embeddings_output/performance/embeddings_performance1.npy
1100,fever medication.,embeddings_output/performance/embeddings_performance1.npy
1101,As she turned,embeddings_output/performance/embeddings_performance1.npy
1102,"to leave, she",embeddings_output/performance/embeddings_performance1.npy
1103,saw her cell phone sitting,embeddings_output/performance/embeddings_performance1.npy
1104,on a table near,embeddings_output/performance/embeddings_performance1.npy
1105,"the door,",embeddings_output/performance/embeddings_performance1.npy
1106,and grabbed it on instinct.,embeddings_output/performance/embeddings_performance1.npy
1107,She looked behind,embeddings_output/performance/embeddings_performance1.npy
1108,her but,embeddings_output/performance/embeddings_performance1.npy
1109,Juan had already turned,embeddings_output/performance/embeddings_performance1.npy
1110,his attention back,embeddings_output/performance/embeddings_performance1.npy
1111,to Alba.,embeddings_output/performance/embeddings_performance1.npy
1112,Carmen  didn't,embeddings_output/performance/embeddings_performance1.npy
1113,didn't go straight to the clinic.,embeddings_output/performance/embeddings_performance1.npy
1114,On,embeddings_output/performance/embeddings_performance1.npy
1115,"a whim, she",embeddings_output/performance/embeddings_performance1.npy
1116,took a lantern and set,embeddings_output/performance/embeddings_performance1.npy
1117,off down the path,embeddings_output/performance/embeddings_performance1.npy
1118,that led to the river.,embeddings_output/performance/embeddings_performance1.npy
1119,Arriving,embeddings_output/performance/embeddings_performance1.npy
1120,at the shore out,embeddings_output/performance/embeddings_performance1.npy
1121,"of breath, she",embeddings_output/performance/embeddings_performance1.npy
1122,sat on a rock,embeddings_output/performance/embeddings_performance1.npy
1123,and stared out at the muddy,embeddings_output/performance/embeddings_performance1.npy
1124,water.,embeddings_output/performance/embeddings_performance1.npy
1125,Carmen,embeddings_output/performance/embeddings_performance1.npy
1126,wildly hoped that,embeddings_output/performance/embeddings_performance1.npy
1127,"a boat would pass by,",embeddings_output/performance/embeddings_performance1.npy
1128,but none did.,embeddings_output/performance/embeddings_performance1.npy
1129,It dawned on her just,embeddings_output/performance/embeddings_performance1.npy
1130,how isolated,embeddings_output/performance/embeddings_performance1.npy
1131,she was.,embeddings_output/performance/embeddings_performance1.npy
1132,How,embeddings_output/performance/embeddings_performance1.npy
1133,long had Alba been,embeddings_output/performance/embeddings_performance1.npy
1134,sick?,embeddings_output/performance/embeddings_performance1.npy
1135,Why  had not she,embeddings_output/performance/embeddings_performance1.npy
1136,told Carmen?,embeddings_output/performance/embeddings_performance1.npy
1137,With,embeddings_output/performance/embeddings_performance1.npy
1138,"a jolt, Carmen",embeddings_output/performance/embeddings_performance1.npy
1139,thought about  Alba's,embeddings_output/performance/embeddings_performance1.npy
1140,hands preparing,embeddings_output/performance/embeddings_performance1.npy
1141,"her breakfast, folding",embeddings_output/performance/embeddings_performance1.npy
1142,"her clothes,",embeddings_output/performance/embeddings_performance1.npy
1143,making the bed.,embeddings_output/performance/embeddings_performance1.npy
1144,Was the fever contagious?,embeddings_output/performance/embeddings_performance1.npy
1145,What if Carmen,embeddings_output/performance/embeddings_performance1.npy
1146,already been infected?,embeddings_output/performance/embeddings_performance1.npy
1147,Carmen,embeddings_output/performance/embeddings_performance1.npy
1148,turned the cell phone,embeddings_output/performance/embeddings_performance1.npy
1149,"over in her hands,",embeddings_output/performance/embeddings_performance1.npy
1150,trying not,embeddings_output/performance/embeddings_performance1.npy
1151,to panic.,embeddings_output/performance/embeddings_performance1.npy
1152,She was completely,embeddings_output/performance/embeddings_performance1.npy
1153,torn.,embeddings_output/performance/embeddings_performance1.npy
1154,Part of her,embeddings_output/performance/embeddings_performance1.npy
1155,felt anxious,embeddings_output/performance/embeddings_performance1.npy
1156,"and scared,",embeddings_output/performance/embeddings_performance1.npy
1157,and wanted to leave,embeddings_output/performance/embeddings_performance1.npy
1158,right away.,embeddings_output/performance/embeddings_performance1.npy
1159,But another,embeddings_output/performance/embeddings_performance1.npy
1160,part of her felt,embeddings_output/performance/embeddings_performance1.npy
1161,wracked with guilt,embeddings_output/performance/embeddings_performance1.npy
1162,to think about leaving,embeddings_output/performance/embeddings_performance1.npy
1163,"the villagers,",embeddings_output/performance/embeddings_performance1.npy
1164,"especially Alba,",embeddings_output/performance/embeddings_performance1.npy
1165,in this predicament.,embeddings_output/performance/embeddings_performance1.npy
1166,Carmen pictured,embeddings_output/performance/embeddings_performance1.npy
1167,"Alba's wide,",embeddings_output/performance/embeddings_performance1.npy
1168,trusting eyes;,embeddings_output/performance/embeddings_performance1.npy
1169,if,embeddings_output/performance/embeddings_performance1.npy
1170,"she left now, the",embeddings_output/performance/embeddings_performance1.npy
1171,decision would haunt,embeddings_output/performance/embeddings_performance1.npy
1172,her for long time.,embeddings_output/performance/embeddings_performance1.npy
1173,"On the other hand,",embeddings_output/performance/embeddings_performance1.npy
1174,she  wasn't even,embeddings_output/performance/embeddings_performance1.npy
1175,sure if the disease,embeddings_output/performance/embeddings_performance1.npy
1176,"could be treated,",embeddings_output/performance/embeddings_performance1.npy
1177,and she,embeddings_output/performance/embeddings_performance1.npy
1178,could be risking her life,embeddings_output/performance/embeddings_performance1.npy
1179,if she stayed.,embeddings_output/performance/embeddings_performance1.npy
1180,What was,embeddings_output/performance/embeddings_performance1.npy
1181,she going to do?,embeddings_output/performance/embeddings_performance1.npy
